id,display_name,act,type,phase,wiki_page,big_fish,golden_idol,the_cleric,golden_wing,living_wall,old_beggar,the_woman_in_blue,bonfire_spirits,divine_fountain,duplicator,face_trader,fountain_of_cleansing,the_mausoleum,wheel_of_change,designer,the_lab,neow,combat_start,joust,the_ssssserpent,shining_light,dead_adventurer,mushrooms,scorpion_nest,treasure_ooze,altar,council_of_ghosts,cursed_tome,drug_dealer,forgotten_altar,the_ghost,knowing_skull,nest,the_library,masked_bandits,nloth,vampires,ancient_writing,augmenter,sensory_stone,falling,mind_bloom,moai_head,mysterious_sphere,tomb_of_lord_red_mask,winding_halls,transmogrifier,upgrade_shrine
sts1_big_fish,Big Fish,shared,unknown,canary,Big_Fish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_golden_idol,Golden Idol,shared,unknown,canary,Golden_Idol_(Event),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_the_cleric,The Cleric,shared,unknown,simple,The_Cleric,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_golden_wing,Golden Wing,shared,unknown,simple,Golden_Wing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_living_wall,Living Wall,shared,unknown,simple,Living_Wall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_old_beggar,Old Beggar,shared,unknown,simple,Old_Beggar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_the_woman_in_blue,The Woman in Blue,shared,unknown,custom_ui,The_Woman_in_Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_bonfire_spirits,Bonfire Spirits,shared,unknown,simple,Bonfire_Spirits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_divine_fountain,Divine Fountain,shared,unknown,simple,Divine_Fountain,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_duplicator,Duplicator,shared,unknown,simple,Duplicator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_face_trader,Face Trader,shared,unknown,card_service,Face_Trader,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_fountain_of_cleansing,Fountain of Cleansing,shared,unknown,simple,Fountain_of_Cleansing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_the_mausoleum,The Mausoleum,shared,unknown,card_service,The_Mausoleum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_wheel_of_change,Wheel of Change,shared,unknown,custom_ui,Wheel_of_Change,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_designer,Designer,"2,3",unknown,custom_ui,Designer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_the_lab,The Lab,shared,unknown,simple,The_Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sts1_neow,Neow,act1,start,special,Neow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
